0,0,235,764,783,777,0,0,39,734,817,816,0,0,288,78,461,944
0,0,231,771,784,773,0,0,46,731,819,816,0,0,288,75,458,946
0,0,240,763,778,775,0,0,46,722,822,815,0,0,290,80,464,947
0,0,235,765,779,777,0,0,46,730,818,817,0,0,288,77,465,950
0,0,236,765,779,784,0,0,44,726,819,813,0,0,293,80,461,947
0,0,244,2257,2279,1981,0,0,42,876,2032,1904,0,0,304,81,478,1729
0,0,243,2255,2275,1983,0,0,48,871,2032,1905,0,0,302,81,477,1730
0,0,247,2258,2283,1984,0,0,49,879,2032,1904,0,0,304,83,481,1731
0,0,250,2259,2282,1984,0,0,48,876,2033,1906,0,0,303,84,478,1733
0,0,105,2208,2256,1971,0,0,14,536,1797,1856,0,0,532,77,275,1615
0,0,105,2209,2258,1970,0,0,14,540,1795,1857,0,0,533,73,274,1614
0,0,106,2214,2258,1973,0,0,14,538,1795,1854,0,0,530,74,275,1612
0,0,112,2214,2257,1973,0,0,16,538,1797,1857,0,0,531,76,278,1613
0,0,108,2213,2256,1973,0,0,12,538,1799,1861,0,0,530,75,275,1611
0,0,106,2214,2256,1973,0,0,15,537,1798,1856,0,0,530,78,274,1617
0,0,106,2210,2257,1975,0,0,16,538,1795,1854,0,0,531,75,277,1613
0,0,109,2208,2256,1974,0,0,14,533,1795,1855,0,0,532,76,282,1610
0,0,107,2209,2259,1973,0,0,17,535,1796,1858,0,0,534,77,277,1610
0,0,106,2212,2256,1973,0,0,0,405,1595,1795,0,0,629,81,215,1401
0,0,34,2154,2247,1968,0,0,0,415,1603,1798,0,0,581,77,221,1397
0,0,46,2179,2251,1971,0,0,11,528,1808,1874,0,0,464,67,304,1715
0,0,1472,2288,2290,1994,0,0,175,1239,2463,1926,0,389,163,125,1616,1761
0,0,1378,2285,2289,1990,0,0,47,781,1949,1889,0,0,511,83,254,1393
0,0,0,1668,2218,1951,0,0,0,225,964,1663,106,0,158,192,64,610
996,0,0,0,2082,1913,918,0,0,0,180,871,1168,224,0,622,130,9
1226,0,0,0,2113,1919,238,0,0,10,420,1223,883,0,51,261,51,352
0,0,0,1366,2210,1951,0,0,0,74,642,1311,816,0,0,378,62,43
1360,0,0,0,1675,1894,1642,0,0,0,139,655,1217,304,0,467,176,15
0,0,0,973,2197,1947,0,0,0,100,763,1426,624,0,0,290,57,58
1201,0,0,0,1875,1903,1495,0,0,0,145,652,1227,391,0,209,244,14
1294,0,0,0,1898,1907,828,0,0,0,273,1038,1018,114,0,485,82,26
272,0,0,149,2152,1921,34,0,0,26,511,1227,923,0,0,416,74,44
463,0,0,105,2126,1918,281,0,0,0,304,1052,1047,175,0,549,107,16
1391,130,0,0,1344,1878,1849,100,0,0,22,432,1295,1344,0,0,369,13
1564,699,0,0,85,1846,2014,615,0,0,0,245,1319,1631,0,0,442,16
85,0,0,112,2146,1921,261,0,0,0,311,1047,1042,103,0,511,87,20
1503,303,0,0,1171,1878,1755,0,0,0,112,624,1229,344,0,374,157,16
118,0,0,157,2161,1936,14,0,0,0,366,1119,1023,90,0,557,89,16
1449,103,0,0,1648,1894,1588,0,0,0,183,870,1092,195,0,495,82,26
814,0,0,0,2003,1906,977,0,0,0,208,904,1134,234,0,530,128,19
1168,0,0,14,2087,1915,183,0,0,25,544,1253,848,0,0,320,65,58
1231,0,0,0,1957,1907,1005,0,0,0,238,997,1053,119,0,484,78,25
1299,0,0,0,1804,1904,1309,0,0,0,195,893,1122,225,0,505,111,21
195,0,0,166,2155,1927,0,0,0,112,816,1427,381,0,49,231,73,270
1359,20,0,0,1602,1891,1654,0,0,0,154,729,1203,302,0,238,189,19
292,0,0,131,2131,1918,142,0,0,5,463,1179,941,15,0,403,87,33
1328,0,0,0,1749,1901,1360,0,0,0,208,901,1131,251,0,448,133,20
1293,0,0,0,1778,1904,1291,0,0,0,207,905,1119,240,0,442,129,21
1035,0,0,0,2007,1909,618,0,0,0,295,1040,1042,163,0,482,107,24
1249,0,0,0,1837,1909,1223,0,0,0,198,887,1146,238,0,464,116,19
1245,0,0,0,1871,1906,1315,0,0,0,189,879,1218,269,0,238,144,17
1471,179,0,0,1152,1878,1848,44,0,0,76,580,1259,465,0,123,173,20
794,0,0,0,2148,1933,141,0,0,0,455,1259,827,0,9,170,59,1168
0,0,1077,2271,2287,1991,0,0,87,947,2189,1908,0,122,230,76,840,1731
0,803,2224,2350,2327,2002,0,73,574,1983,2614,1936,0,640,117,321,1929,1776
0,16,1990,2313,2305,1999,0,0,231,1381,2482,1923,0,754,158,113,1599,1757
0,163,2192,2331,2320,2005,0,61,527,1967,2617,1936,0,663,118,301,1831,1773
0,12,1846,2304,2298,1989,0,0,225,1318,2466,1904,0,788,151,115,1607,1741
0,0,1714,2290,2293,1989,0,0,170,1103,2311,1904,0,247,235,84,880,1727
0,0,1203,2266,2281,1983,0,0,131,1045,2194,1904,0,99,242,106,1238,1731
0,123,2187,2333,2320,2000,0,62,752,2111,2655,1937,0,349,154,763,2103,1776
0,912,2241,2351,2325,2007,0,235,1106,2539,2666,1938,69,283,165,1341,2112,1776
0,176,2167,2326,2308,1999,0,17,423,1776,2509,1917,0,432,203,175,1598,1731
0,0,105,2055,2236,1947,0,0,0,398,1446,1753,0,0,379,150,151,1287
0,0,0,210,2141,1911,32,0,0,29,553,1193,914,18,0,368,99,49
1305,0,0,0,1666,1893,1580,0,0,0,169,723,1186,304,0,176,209,26
1455,291,0,0,822,1862,1803,277,0,0,60,496,1258,1111,0,6,325,30
1535,583,0,0,121,1826,2007,592,0,0,0,317,1291,1590,3,0,433,18
1574,1371,0,0,26,1696,2035,1173,0,0,0,110,1328,1893,244,0,480,89
1611,1851,128,0,0,1390,2074,2357,0,0,0,30,1350,2001,306,0,238,134
1600,1901,290,0,0,1136,2083,2419,16,0,0,31,1347,2001,263,0,578,62
1535,560,0,0,87,1840,2021,836,0,0,0,112,1328,1881,177,0,619,65
1612,1899,188,0,0,1235,2086,2447,3,0,0,0,1371,2075,567,0,89,169
1535,464,0,0,304,1872,1957,88,0,0,39,481,1271,1037,0,26,335,16
1583,1702,0,0,0,1616,2075,2219,0,0,0,16,1369,2061,461,0,174,166
1636,2015,431,0,0,268,2119,2608,171,0,0,0,1389,2103,1010,0,26,230
1577,919,0,0,81,1854,2002,451,0,0,1,374,1294,1339,0,10,333,16
1311,0,0,0,1990,1915,818,0,0,0,274,1072,1005,0,0,509,68,22
0,0,0,751,2186,1942,0,0,0,135,848,1586,97,0,336,144,69,1244
0,0,163,2231,2266,1983,0,0,48,688,1936,1893,0,53,359,71,383,1724
0,0,6,2038,2234,1961,0,0,0,272,1119,1728,0,0,400,162,67,1055
479,0,0,82,2107,1908,445,0,0,0,276,1012,1008,111,0,511,88,23
1335,0,0,0,1643,1883,1616,0,0,0,154,697,1189,303,0,259,208,20
1504,336,0,0,553,1870,1936,306,0,0,16,401,1281,1470,0,0,464,17
1598,1773,0,0,0,1517,2065,2229,0,0,0,24,1360,2032,336,0,291,138
1619,1991,432,0,0,297,2112,2539,217,0,0,0,1371,2065,844,0,34,178
1590,1792,0,0,0,1578,2045,1535,0,0,0,112,1313,1755,90,0,494,42
1535,619,0,0,124,1841,1979,506,0,0,21,492,1246,925,0,19,283,26
1394,195,0,0,1389,1875,1680,30,0,0,141,640,1221,439,0,42,257,26
1374,187,0,0,1510,1882,1634,0,0,0,176,789,1149,276,0,279,174,31
1166,0,0,2,1811,1904,727,0,0,0,381,1101,956,89,0,382,100,57
0,0,0,229,2153,1922,0,0,0,96,786,1335,608,0,29,244,85,496
0,0,0,1475,2199,1936,0,0,0,277,1085,1687,0,0,176,172,131,1291
0,0,0,1776,2226,1947,0,0,0,375,1449,1761,0,0,470,129,272,1344
0,0,83,2075,2240,1954,0,0,0,511,1683,1781,0,0,469,102,277,1366
0,0,0,1295,2196,1939,0,0,0,105,726,1355,677,0,0,294,67,109
1285,0,0,0,1744,1895,1594,0,0,0,157,731,1205,286,0,257,176,17
1390,58,0,0,1577,1889,1680,0,0,0,130,639,1221,353,0,122,212,18
1335,0,0,0,1717,1895,1600,0,0,0,164,801,1200,283,0,318,150,17
1442,104,0,0,1481,1885,1749,0,0,0,54,505,1281,1160,0,0,368,21
1570,1069,0,0,0,1821,2044,912,0,0,0,177,1342,1792,22,0,528,34
1600,1847,0,0,0,1467,2081,2352,0,0,0,25,1359,2043,336,0,223,130
1601,1823,0,0,0,1616,2043,1383,0,0,0,147,1317,1734,16,0,464,36
1567,1488,0,0,0,1520,2034,2057,0,0,0,44,1337,1997,288,0,118,133
1584,1859,214,0,0,1369,2058,2288,0,0,0,66,1317,1869,189,0,432,58
1594,1873,294,0,0,955,2076,2431,100,0,0,15,1335,2027,405,0,59,144
1527,443,0,0,219,1857,1850,310,0,0,67,535,1243,832,0,11,304,30
1505,383,0,0,279,1859,1904,440,0,0,16,454,1259,1355,0,0,353,35
1423,254,0,0,1324,1873,1668,30,0,0,147,689,1191,377,0,53,257,26
1446,284,0,0,1426,1882,1598,0,0,0,299,1065,927,46,0,314,89,106
0,0,0,1622,2209,1943,0,0,0,378,1472,1763,0,0,496,114,305,1409
0,0,0,1446,2198,1938,0,0,0,123,807,1385,696,0,0,282,69,82
0,0,0,1616,2213,1946,0,0,0,285,1242,1746,0,0,413,110,112,1303
284,0,0,89,2112,1914,325,0,0,0,335,1079,1008,158,0,475,102,23
1456,208,0,0,1136,1875,1758,42,0,0,85,563,1241,827,0,16,297,19
1486,250,0,0,1018,1875,1773,10,0,0,97,595,1238,655,0,27,263,16
1436,125,0,0,1422,1881,1761,0,0,0,79,565,1245,826,0,18,272,16
1390,0,0,0,1637,1893,1697,0,0,0,120,682,1227,397,0,102,201,14
1447,35,0,0,1533,1887,1741,0,0,0,89,608,1238,592,0,61,225,15
1349,0,0,0,1699,1895,1668,0,0,0,113,674,1233,390,0,141,185,14
1435,0,0,0,1584,1891,1739,0,0,0,101,646,1234,464,0,80,214,13
1535,547,0,0,96,1842,2000,576,0,0,0,263,1285,1607,0,0,458,18
1365,0,0,0,1775,1904,1662,0,0,0,80,610,1273,1210,0,0,437,15
1591,1683,0,0,13,1851,1989,178,0,0,61,595,1245,381,0,214,166,14
1531,341,0,0,1009,1882,1763,0,0,0,138,786,1200,236,0,529,79,16
0,0,0,2169,2251,1971,0,0,0,535,1845,1884,0,0,453,60,303,1701
0,0,0,993,2198,1941,0,0,0,0,439,1198,976,0,0,525,71,17
1477,178,0,0,1347,1873,1712,0,0,0,146,752,1177,257,0,509,112,19
448,0,0,0,2013,1904,1193,0,0,0,182,853,1175,282,0,169,206,18
1114,0,0,0,1759,1903,1522,0,0,0,170,781,1200,343,0,23,240,21
1488,326,0,0,869,1873,1719,35,0,0,144,709,1195,286,0,278,132,29
1328,0,0,0,1559,1887,1689,21,0,0,103,610,1233,766,0,7,297,22
1354,102,0,0,1629,1887,1409,0,0,0,304,1054,951,73,0,342,92,75
0,0,0,1700,2215,1937,0,0,0,454,1663,1779,0,0,421,111,369,1665
0,23,1775,2304,2290,1986,0,0,303,1595,2471,1905,0,133,242,126,1181,1727
0,0,0,1104,2187,1931,0,0,0,133,834,1348,721,0,0,293,82,96
1094,0,0,0,1762,1894,1271,0,0,0,194,841,1147,283,0,157,218,27
1440,299,0,0,886,1870,1744,217,0,0,76,532,1227,1040,0,9,332,32
1498,355,0,0,761,1869,1727,64,0,0,135,656,1195,327,0,145,208,26
1492,361,0,0,405,1857,1936,450,0,0,0,400,1275,1557,0,0,395,34
1293,0,0,0,1786,1903,938,0,0,0,304,1042,1018,203,0,434,128,23
1527,559,0,0,97,1813,1999,825,0,0,0,181,1290,1702,69,0,496,37
1392,43,0,0,1598,1889,1657,0,0,0,138,682,1206,352,0,182,201,16
1331,0,0,0,1711,1889,1635,0,0,0,118,639,1235,698,0,39,305,16
1526,449,0,0,368,1856,1889,112,0,0,64,482,1232,700,0,97,251,13
1519,373,0,0,378,1853,1939,290,0,0,23,441,1250,1149,0,35,307,13
1438,134,0,0,1396,1875,1755,27,0,0,45,464,1263,1332,0,0,384,18
1519,380,0,0,387,1859,1920,256,0,0,37,468,1251,1039,0,45,295,16
1342,0,0,0,1739,1894,1567,0,0,0,160,802,1178,258,0,502,120,16
545,0,0,61,2132,1920,226,0,0,0,335,1122,998,32,0,528,68,17
1485,198,0,0,1073,1872,1823,35,0,0,46,475,1259,1210,0,21,367,14
1488,218,0,0,1231,1872,1767,0,0,0,90,595,1228,464,0,235,205,12
321,0,0,128,2146,1923,0,0,0,26,559,1275,848,0,0,279,59,164
0,0,0,164,2153,1919,204,0,0,0,261,998,1107,221,0,561,124,13
336,0,0,141,2157,1930,0,0,0,40,599,1286,838,0,0,293,57,82
0,0,0,1666,2207,1945,0,0,0,94,720,1326,817,0,0,351,59,48
1501,306,0,0,483,1856,1979,434,0,0,0,304,1294,1627,0,0,546,34
1590,1817,0,0,0,1499,2058,1898,0,0,0,64,1323,1906,183,0,587,48
1483,176,0,0,1472,1890,1668,0,0,0,123,661,1246,855,0,0,302,27
1573,1630,0,0,0,1494,2043,2166,0,0,0,47,1334,1975,245,0,238,82
1489,304,0,0,1073,1877,1725,0,0,0,141,752,1200,279,0,125,151,25
0,0,0,419,2181,1936,0,0,0,176,987,1630,166,0,29,192,83,894
1344,0,0,0,1490,1884,1705,22,0,0,95,609,1232,801,0,0,294,26
1501,321,0,0,743,1872,1775,25,0,0,131,697,1209,286,0,249,128,25
0,0,0,256,2171,1929,0,0,0,96,801,1408,637,0,0,267,66,112
1296,0,0,0,1663,1887,1755,0,0,0,42,487,1275,1366,0,0,414,15
1601,1856,6,0,0,1392,2078,2413,0,0,0,11,1349,2032,304,0,452,80
1555,732,0,0,5,1833,2037,990,0,0,0,83,1334,1943,144,0,641,48
1521,338,0,0,646,1872,1925,0,0,0,48,551,1251,759,0,37,250,8
1243,0,0,0,2126,1925,241,0,0,0,400,1193,967,0,0,453,55,26
0,0,0,1056,2194,1943,0,0,0,122,823,1481,363,0,90,209,64,469
0,0,0,1374,2187,1931,0,0,0,182,837,1402,448,0,128,246,70,300
464,0,0,112,1956,1894,831,0,0,0,197,815,1105,290,0,475,238,19
1399,269,0,0,1291,1863,1699,101,0,0,112,529,1197,867,0,128,320,22
1507,483,0,0,194,1815,1922,583,0,0,10,289,1245,1584,19,0,505,58
1531,1193,0,0,85,1728,1980,1008,0,0,0,119,1271,1698,170,0,559,64
1535,1616,0,0,0,1490,2007,1701,0,0,0,62,1274,1785,225,0,582,75
1453,289,0,0,1393,1872,1631,0,0,0,167,767,1104,267,0,542,144,19
26,0,0,243,2149,1915,0,0,0,97,727,1297,658,0,57,262,75,238
1297,0,0,0,1744,1897,1671,0,0,0,77,575,1283,1117,0,0,352,16
1600,1873,0,0,0,1398,2086,2423,0,0,0,0,1361,2069,538,0,151,155
1594,1856,0,0,0,1516,2061,1807,0,0,0,84,1311,1769,49,0,624,34
1535,543,0,0,138,1853,1957,448,0,0,16,474,1257,1303,0,0,327,27
1485,277,0,0,918,1875,1764,55,0,0,80,602,1249,960,0,0,317,29
1535,1360,0,0,0,1573,2021,1461,0,0,0,101,1314,1875,210,0,378,74
1563,1740,0,0,0,1493,2034,1842,0,0,0,90,1310,1916,238,0,298,91
1584,1809,0,0,0,1449,2032,2179,0,0,0,57,1317,1957,249,0,272,91
1581,1806,0,0,0,1447,2033,2192,0,0,0,50,1325,1957,252,0,272,94
1570,1802,0,0,0,1449,2032,2179,0,0,0,56,1316,1950,247,0,274,93
1573,1805,0,0,0,1446,2039,2176,0,0,0,55,1311,1950,246,0,274,92
1584,1808,0,0,0,1446,2039,2183,0,0,0,51,1309,1840,154,0,417,47
1424,191,0,0,1535,1887,1613,0,0,0,195,887,1153,259,0,186,158,29
1088,0,0,0,1954,1906,646,0,0,0,357,1142,976,0,0,411,67,43
0,0,0,363,2187,1937,0,0,0,46,692,1371,706,0,0,240,59,222
1348,0,0,0,1793,1907,1634,0,0,0,117,720,1242,407,0,69,190,7
1535,323,0,0,199,1872,1994,241,0,0,0,391,1296,1527,0,0,442,16
1585,1603,0,0,0,1776,2064,1527,0,0,0,75,1333,1968,93,0,630,33
1600,1839,0,0,0,1740,2059,1083,0,0,0,178,1312,1742,0,0,603,18
1429,0,0,0,1817,1909,1075,0,0,0,300,1130,998,0,0,444,59,37
162,0,0,135,2153,1921,46,0,0,17,454,1195,926,0,0,432,64,43
583,0,0,29,2065,1905,846,0,0,0,175,794,1185,306,0,321,229,15
1552,1344,0,0,0,1776,2019,1087,0,0,0,119,1296,1728,55,0,608,31
1518,477,0,0,75,1813,2019,1355,0,0,0,32,1328,2002,368,0,304,148
1535,628,0,0,153,1856,1964,323,0,0,21,459,1254,1041,0,43,286,14
851,0,0,31,2119,1915,164,0,0,14,493,1233,896,0,0,331,64,85
0,0,0,913,2186,1933,0,0,0,190,928,1535,272,0,42,225,87,623
1362,184,0,0,1306,1879,1716,112,0,0,70,527,1237,1215,0,0,351,27
1535,978,0,0,74,1783,1993,805,0,0,0,233,1282,1665,48,0,448,45
1475,286,0,0,1303,1877,1674,0,0,0,148,739,1183,266,0,488,124,17
109,0,0,151,2158,1923,0,0,0,22,529,1248,902,0,0,425,64,32
1267,0,0,0,1872,1900,1211,0,0,0,187,880,1147,249,0,511,143,15
1265,0,0,0,1907,1904,803,0,0,0,313,1105,960,0,0,441,64,42
